,Name,Title,Body,Stars,Time,Vine Voice
5692,Eileen T.,"The dogs think they taste good, I myself have not tried them....","We have 3 dogs, 2 Anatolian Shepherds and a Blue Heeler, so we go through these treats! I have them on auto subscribe. The dogs love them and I love that I get a giant box that gets me through the month!!!",5.0,"Reviewed in the United States 🇺🇸 on August 24, 2022",
5693,juli taylor,Very economical and be my dog loves them.,"Considering the price of some treats, these are fantastic.",4.0,"Reviewed in the United States 🇺🇸 on August 5, 2022",
5694,Robert Ryan,economical way to but well known reliable brand,"Our big dog(90 lbs) munches through these at a great rate. Considering a second dog. This is a great solution to budget issue. Well known brand, dog loves them, quick delivery & great value.",5.0,"Reviewed in the United States 🇺🇸 on September 3, 2022",
5695,Dee A,My dogs love them.,Get these all the time for my spoiled doggies.,5.0,"Reviewed in the United States 🇺🇸 on October 15, 2022",
5696,Genesis Pino,La mejor compra,"Llego en excelente estado, a mi perro le encanto",5.0,"Reviewed in the United States 🇺🇸 on October 17, 2022",
5697,Roger And Sarah O.,Great value,My pups love them,5.0,"Reviewed in the United States 🇺🇸 on October 21, 2022",
5698,Lee Hornick,My Dog Loves These Biscuits,I have been buying Milk Bone products for years. My dog loves these treats.,5.0,"Reviewed in the United States 🇺🇸 on October 8, 2022",
5699,americasyankee,Great Item,"My dog loved these bones, he now has more of a sensitive mouth though. These are hard bones, so if your dog has dental issues I would avoid. If not your dog will probably love them.",5.0,"Reviewed in the United States 🇺🇸 on August 26, 2022",
5700,Jeffrey A Rossmann,Might Question Freshness,This is the second 10 pound box of Milk Bones for Large dogs that I've had to throw out. After the first week of being opened the  box was full of ants.,5.0,"Reviewed in the United States on September 1, 2022",
5701,Gene L,My dog loves her,Great little dog biscuit for my puppy,5.0,"Reviewed in the United States on October 18, 2022",
5702,Aleks M,Perfect size for large dogs,Perfect size for my large pit bull. I can never find this in store for large dogs. Now she’s so spoiled she literally expects one anytime she goes outside.,5.0,"Reviewed in the United States on September 12, 2022",
5703,Jim Bivins,Great for larger dogs!,"These treats are a great size for large dogs.  Although I have not tasted these, my dog loves them!",5.0,"Reviewed in the United States on September 23, 2022",
5704,Itsme,My Dogs will kill for this Biscuits,"I have been giving to all my dogs this Biscuits, I don't know if they add the Nachos additive to them....but every morning my dogs gets exited as the first time for the same biscuit....",5.0,"Reviewed in the United States on August 29, 2022",
5705,Amazon Customer,My dogs enjoy it,Nothing,4.0,"Reviewed in the United States on August 15, 2022",
5706,TDJones,Tasty,"Dog loves then, but she makes a huge mess when eating them.  Sometimes she cleans up herself ... Other times I sweep up her crumbles 😄",5.0,"Reviewed in the United States on September 14, 2022",
5707,Robert Prince,Dog Loves Them!,My 80 pound boxer/pit loves these as a once a day daily treat!,5.0,"Reviewed in the United States on October 5, 2022",
5708,E. Neil,Enjoyment,Treats,4.0,"Reviewed in the United States on August 13, 2022",
5709,Brian A.,Awesome deal .,I was expecting the multi flavor mini snacks .Hey my pup likes them but I believe prefer the multi flavor ones better .,4.0,"Reviewed in the United States on June 19, 2022",
5710,Kathie Wade,Dog loves them,My miniature dachshund is a bit picky with her treats..can never go wrong with Milkbone!,5.0,"Reviewed in the United States on October 5, 2022",
5711,Thomas Quintana,My next door nieghbor dog loves them,Use them for my next door nieghbor dog she shakes your hand with both paws she thinks it's a good treat,5.0,"Reviewed in the United States on September 23, 2022",
5712,Amazon Customer,Multiple orders infested with pill bugs. Not a one-time issue.,"Pill bugs started showing up all over the place in my kitchen because they were coming out of the box of Milk Bones I received from my Amazon Subscription. Thinking, these things happen, I guess, I decided to let it go and received my next box a month later. Guess what I found... more pill bugs. I know they are from the biscuits because there are extra little holes in every biscuit where they burrowed out. I shook a couple live bugs out of a biscuit, too. Gross. Just gross. I've read that I can freeze them for a couple days, but I don't have that kind of freezer space. I could bake them, but that thought also grosses me out - will they start wriggling out of the biscuits as they die? YUCK... I guess I'm not too worried about my dogs eating them (they are real doggy dogs and will eat much worse things than that if I let them, but do I want to KNOW that I'm feeding them buggy biscuits every time I'm handing out biscuits, even if I did bake them to kill the bugs? Nope. Also, I'm not too thrilled with finding pill bugs everywhere as they try to infest my other foods. They even ended up in the fridge somehow and were still alive (just really slow)! Ugh. I gave one star for being repeatedly full of bugs and one extra star because my dogs do like them - maybe because they have that extra buggy spice!",2.0,"Reviewed in the United States on September 19, 2022",
5713,mm.,Great buy!,Arrived in perfect condition.  Happy dogs!!  Will gladly buy again.,5.0,"Reviewed in the United States on October 8, 2022",
5714,BJay,Puppy love,Can’t comment on the flavor. Never taste them. But pup seems to love them.,4.0,"Reviewed in the United States on July 10, 2022",
5715,Sandy,Happy dogs are good dogs!,"These are made in Buffalo, N York, near my home town. Our 2 dogs know where to find their treats, in Grandma’s room. They were well received as a treat and left my room content. Good priced ""cookies"".",5.0,"Reviewed in the United States on August 18, 2022",
5716,Rev. Janet B.,Never Run Out if Treats,"It’s the same treat they love. I use it for training, for crate training, redirecting behaviors. With a kennel full of dogs I get instant attention, compliance and happy dogs. And getting these once a month is convenient and I don’t have to order every time. Delivery is automatic. Nice a month.",5.0,"Reviewed in the United States on July 25, 2022",
5717,Nora Stewart,Great for small and medium Dogs,Bought these 2give to other dogs also for my mom's Dogs they on  Auto Subscribe and Save mom has 4 med Dogs and 3 small she gets these every 6 months,5.0,"Reviewed in the United States on August 30, 2022",
5718,Pam,Beware! Full of Ants!  But there is a Solution!,"First, please know that my dog loves Milk Bones and I love Amazon!  That is why I gave this review 5 stars overall.  The problem is that when I opened this particular box, it was full of tiny little ants.  Since I brought the product inside as soon as it was delivered, I can only assume the ants got in the box during transit.  But do not despair!  The solution is to ask Amazon to ship Milk Bones in an Amazon box, which they will do at no additional cost.  The Amazon shipping boxes are sealed in a more secure manner than shipping in the Milk Bones box only.  I have ordered Milk Bones many times before and they were shipped in Amazon boxes.  This is the first time I have seen ants in an Amazon delivered product.  I also tossed the product since I did not want to take ants to the UPS store for an Amazon return.",5.0,"Reviewed in the United States on August 13, 2021",
5719,Amazon Customer,Great deal for the money,Great product and the price is right,5.0,"Reviewed in the United States on October 10, 2022",
5720,R. Lopez,Buen producto para premiar a mi mascota,Altamente influenciable y efectivo para el entrenamiento canino. Excelente inversión.,5.0,"Reviewed in the United States on October 7, 2022",
5721,Robert G.,My dogs have loved the Milk-Bone Original Dog Treat Minis for years,I've been buying the Milk-Bone Original Dog Treat Minis for years for my dogs. This is the only treat I provide for them. They love it.Robert,5.0,"Reviewed in the United States on September 2, 2022",
5722,Cynthia S.Thompson,Not what we usual get.,I have used these treats before.  Our previous dogs have enjoyed them.  The dog we just rescued had them at the shelter.  The color is wrong and he doesn’t want them.  I bough a large box of them and now they will not be used.,3.0,"Reviewed in the United States on November 2, 2022",
5723,Darel Pedersen,the dogs love them,the dogs love them,4.0,"Reviewed in the United States on July 26, 2022",
5724,Austin,Good,Dog loves these,5.0,"Reviewed in the United States on October 14, 2022",
5725,Brandon,Dogs Love,Can’t beat the price. My dogs love these. They’re cheaper than any store around us. Keep stocked up on them. Your dog will love them!,5.0,"Reviewed in the United States on August 30, 2022",
5726,Joshua Bergh,It's dog biscuits,Honestly they taste awful... But my dog seems to love them so that's really the point right? They are dog cookies and not sure why I ate one to see what they tasted like. They taste like nothing... My dog is a fan.,5.0,"Reviewed in the United States on July 31, 2022",
5727,Judy Owens,"Bark, bark, bark",Three dogs state they can’t get enough!,5.0,"Reviewed in the United States on October 5, 2022",
5728,Joyce Mary,Standard quality product,I've been feeding my dogs these biscuits for a long time.  I don't know how they taste or if they are really fresh but I have received compliments from vets on the cleanliness of the dogs' teeth.,5.0,"Reviewed in the United States on August 2, 2022",
5729,Jim west,She thought they were great until she found the ones with no grains,They work great for training your puppy,3.0,"Reviewed in the United States on December 11, 2022",
